venue_id,venue_name,city,country,country_code,timezone,complex_id
sr:venue:18831,Court 5,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:18829,Court 2,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:81931,Eve Zimmerman Tennis Center - Court 1,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:18827,Court 1,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:81933,Eve Zimmerman Tennis Center - Court 5,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:81935,Eve Zimmerman Tennis Center - Court 3,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:23718,Center Court,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:18839,Court 4,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:18837,Court 3,Stockton,UNITED STATES,USA,America/Los_Angeles,sr:complex:34816
sr:venue:60714,Pista 2,Barcelona,SPAIN,ESP,Europe/Madrid,sr:complex:35048
sr:venue:26034,Court 8,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:26036,Cancha 7,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:65599,Cancha 3,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:65537,Estadio,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:65539,Estadio Mitur,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:73089,Estadio Sid,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:26088,Court 11,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:73087,Estadio 3,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:26210,Court 12,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:15656,Estadio Central,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:65199,Estadio 4,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:15658,Cancha 1,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:26046,Court 9,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:26048,Court 10,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:65541,Cancha Avena Americana,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:26299,Court 5,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:79245,Estadio Brugal,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:15666,Cancha 2,Santo Domingo,DOMINICAN REPUBLIC,DOM,America/Santo_Domingo,sr:complex:35052
sr:venue:15640,Court 1,Antwerp,BELGIUM,BEL,Europe/Brussels,sr:complex:35142
sr:venue:15642,Centre Court,Antwerp,BELGIUM,BEL,Europe/Brussels,sr:complex:35142
sr:venue:24318,Court 3,Antwerp,BELGIUM,BEL,Europe/Brussels,sr:complex:35142
sr:venue:24316,Court 2,Antwerp,BELGIUM,BEL,Europe/Brussels,sr:complex:35142
sr:venue:61255,Center Court,Ismaning,GERMANY,DEU,Europe/Berlin,sr:complex:35212
sr:venue:61257,Court 1,Ismaning,GERMANY,DEU,Europe/Berlin,sr:complex:35212
sr:venue:23106,Court 8,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:30653,Court 5,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:23102,Court 6,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:35208,Court 4,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:23104,Court 9,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:35206,National Bank Court,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:51499,Grandstand Court,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:23100,Court 7,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:67609,Rogers Court,Calgary,CANADA,CAN,America/Edmonton,sr:complex:35214
sr:venue:80661,Indoor court 9,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:15262,Court 7,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:18940,Indoor 1,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:15264,Court 8,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:24332,Court 3,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:18936,Indoor 3,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:24326,Court 1,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:18934,Indoor 2,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:18950,Indoor 4,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:24328,Court 2,Ningbo,CHINA,CHN,Asia/Shanghai,sr:complex:35236
sr:venue:26289,Court 4,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:10582,Estadio Ivan Elias Moreno,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:35080,Court 17,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:35078,Court 12,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:15357,Cancha  3,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26341,Court 14,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26337,Court 11,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:8843,Estadio Universidad San Marcos,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26339,Court 10,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:1008,Estadio Monumental,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26301,Court 8,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26333,Court 9,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26335,Court 13,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:85228,Cancha Central,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26297,Cancha 5,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:35076,Court 15,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:998,Estadio Nacional,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:1203,Estadio Alejandro Villanueva,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:35074,Court 16,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:5170,Estadio Alberto Gallardo,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:15954,Estadio Municipal de Chorrillos,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26293,Cancha 6,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:26295,Court 7,Lima,PERU,PER,America/Lima,sr:complex:35290
sr:venue:24862,Center,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:24858,Court 3,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:35378,Indoor Court 2,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:24860,Court 4,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:35376,Indoor Court 1,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:47508,Court 5,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:24856,Court 6,Liuzhou,CHINA,CHN,Asia/Shanghai,sr:complex:35292
sr:venue:35514,Brenda Meyers Court,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:25172,Center Court,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:28852,Court 2,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:28856,Court 3 Stadium,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:15280,Court 7,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:28854,Court 1,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:15282,Court 9,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:18984,Court 10,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:84980,Court 3,Charlottesville,UNITED STATES,USA,America/New_York,sr:complex:35512
sr:venue:56292,Court 10,Guayaquil,ECUADOR,ECU,America/Guayaquil,sr:complex:35516
sr:venue:18992,Cancha 2,Guayaquil,ECUADOR,ECU,America/Guayaquil,sr:complex:35516
sr:venue:18990,Cancha 1,Guayaquil,ECUADOR,ECU,America/Guayaquil,sr:complex:35516
sr:venue:18988,Cancha Raul Viver,Guayaquil,ECUADOR,ECU,America/Guayaquil,sr:complex:35516
sr:venue:18986,Estadio,Guayaquil,ECUADOR,ECU,America/Guayaquil,sr:complex:35516
sr:venue:15331,Cancha Central,Guayaquil,ECUADOR,ECU,America/Guayaquil,sr:complex:35516
sr:venue:15292,Court Central,Mouilleron-le-Captif,FRANCE,FRA,Europe/Paris,sr:complex:35642
sr:venue:15294,Court Annexe,Mouilleron-le-Captif,FRANCE,FRA,Europe/Paris,sr:complex:35642
sr:venue:15361,Cancha Central,Montevideo,URUGUAY,URY,America/Montevideo,sr:complex:35644
sr:venue:15363,Cancha 1,Montevideo,URUGUAY,URY,America/Montevideo,sr:complex:35644
sr:venue:15375,Cancha 2,Montevideo,URUGUAY,URY,America/Montevideo,sr:complex:35644
sr:venue:15387,Cancha 15,Montevideo,URUGUAY,URY,America/Montevideo,sr:complex:35644
sr:venue:17298,Court 5,Knoxville,UNITED STATES,USA,America/New_York,sr:complex:35646
sr:venue:25374,Court 1,Knoxville,UNITED STATES,USA,America/New_York,sr:complex:35646
sr:venue:15312,Court 3,Knoxville,UNITED STATES,USA,America/New_York,sr:complex:35646
sr:venue:61463,Stadium,Knoxville,UNITED STATES,USA,America/New_York,sr:complex:35646
sr:venue:15310,Court 2,Knoxville,UNITED STATES,USA,America/New_York,sr:complex:35646
sr:venue:25376,Center Court,Knoxville,UNITED STATES,USA,America/New_York,sr:complex:35646
sr:venue:17280,Court 2,Limoges,FRANCE,FRA,Europe/Paris,sr:complex:35648
sr:venue:15296,Court 1,Limoges,FRANCE,FRA,Europe/Paris,sr:complex:35648
sr:venue:15308,Centre,Limoges,FRANCE,FRA,Europe/Paris,sr:complex:35648
sr:venue:17282,Center Court,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:17286,Court G,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:17284,Court F,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:85466,Court B,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:67729,Court C,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:17288,Court E,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:85512,Court A,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:85468,Court C,Kobe,JAPAN,JPN,Asia/Tokyo,sr:complex:35684
sr:venue:17875,Sree Kanteerava Stadium,Bangalore,INDIA,IND,Asia/Kolkata,sr:complex:35688
sr:venue:25806,Court 2,Bangalore,INDIA,IND,Asia/Kolkata,sr:complex:35688
sr:venue:17078,Center Court,Bangalore,INDIA,IND,Asia/Kolkata,sr:complex:35688
sr:venue:19691,M.Chinnaswamy Stadium,Bangalore,INDIA,IND,Asia/Kolkata,sr:complex:35688
sr:venue:17080,Court 1,Bangalore,INDIA,IND,Asia/Kolkata,sr:complex:35688
sr:venue:17084,Court 3,Bangalore,INDIA,IND,Asia/Kolkata,sr:complex:35688
sr:venue:84213,Cancha Central,Buenos Aires,ARGENTINA,ARG,America/Argentina/Buenos_Aires,sr:complex:35690
sr:venue:74524,Cancha 8,Buenos Aires,ARGENTINA,ARG,America/Argentina/Buenos_Aires,sr:complex:35690
sr:venue:74526,Cancha 7,Buenos Aires,ARGENTINA,ARG,America/Argentina/Buenos_Aires,sr:complex:35690
sr:venue:31917,Court S2,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:31919,Court N5,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:83857,Court N1,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:31915,Court N2,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:19098,Court 5,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:81021,The Goldenberg Court,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:15341,Court 1,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:15343,Court 2,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:31921,Court N6,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:81019,The Schwartz Court,Champaign,UNITED STATES,USA,America/Chicago,sr:complex:35692
sr:venue:24210,Court 4,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:35912,Indoor 2,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:24216,Court 10,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:24394,Court 12,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:33414,Westside Tennis Club,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:35910,Indoor 1,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:24206,Court 2,Houston,UNITED STATES,USA,America/Chicago,sr:complex:35694
sr:venue:15232,Court 1,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:26363,Pune Club Ground,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:15234,Court 2,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:15244,Court 3,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:36371,Court 5,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:15230,Centre Court,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:15246,Court 4,Pune,INDIA,IND,Asia/Kolkata,sr:complex:35870
sr:venue:15373,Via Delle Querce,Andria,ITALY,ITA,Europe/Rome,sr:complex:35902
sr:venue:1563,Court 5,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:69051,Indoor 2,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1562,Court 3,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:15477,Grandstand,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1561,Court 2,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1560,Court 1,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:81619,Indoor 6,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:69077,Centre Court,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:86402,Show Court 2,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:86404,Show Court 1,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:69027,Indoor 1,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:2209,Court 8,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1542,Court 6,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1541,Court 4,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:69029,Indoor 3,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1540,Stadium Court,Auckland,NEW ZEALAND,NZL,Pacific/Auckland,sr:complex:36493
sr:venue:1565,Court 8,Hobart,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36495
sr:venue:1557,Centre Court,Hobart,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36495
sr:venue:26481,West Court,Hobart,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36495
sr:venue:23584,Court 3,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:16850,Court 5,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:23586,Court 4,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:23578,Center Court,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:23580,Court 1,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:23582,Court 2,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:39862,Indoor Court 1,Columbus,UNITED STATES,USA,America/New_York,sr:complex:36497
sr:venue:19366,Court 1,Koblenz,GERMANY,DEU,Europe/Berlin,sr:complex:36573
sr:venue:81777,Centre Court,Koblenz,GERMANY,DEU,Europe/Berlin,sr:complex:36573
sr:venue:19364,Lotto RLP Court,Koblenz,GERMANY,DEU,Europe/Berlin,sr:complex:36573
sr:venue:37065,Court 10,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:36783
sr:venue:50247,Court 8,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:36783
sr:venue:26795,Center,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:36783
sr:venue:50249,Court 8,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:36783
sr:venue:26801,Stadium,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:36783
sr:venue:50251,Court 8,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:36783
sr:venue:35960,West Park Oval,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:15616,Center Court,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:19414,Court 3,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:15618,Court 4,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:19412,Court 1,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:15628,Court 2,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:15630,Court 6,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:19416,Court 5,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:19422,Cat Court,Burnie,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:36785
sr:venue:27423,Cancha 1,Punta del Este,URUGUAY,URY,America/Montevideo,sr:complex:36787
sr:venue:27455,Cancha 2,Punta del Este,URUGUAY,URY,America/Montevideo,sr:complex:36787
sr:venue:27421,Cancha Central,Punta del Este,URUGUAY,URY,America/Montevideo,sr:complex:36787
sr:venue:27425,Cancha 4,Punta del Este,URUGUAY,URY,America/Montevideo,sr:complex:36787
sr:venue:36789,Cancha 3,Punta del Este,URUGUAY,URY,America/Montevideo,sr:complex:36787
sr:venue:15188,Tennis Club De Bruz,Rennes,FRANCE,FRA,Europe/Paris,sr:complex:37007
sr:venue:16982,Court 5,Rennes,FRANCE,FRA,Europe/Paris,sr:complex:37007
sr:venue:15186,Central Colette Besson,Rennes,FRANCE,FRA,Europe/Paris,sr:complex:37007
sr:venue:26741,Tennis Club De Bruz 5,Rennes,FRANCE,FRA,Europe/Paris,sr:complex:37007
sr:venue:26739,Tennis Club De Bruz 4,Rennes,FRANCE,FRA,Europe/Paris,sr:complex:37007
sr:venue:17004,Court 4,Rennes,FRANCE,FRA,Europe/Paris,sr:complex:37007
sr:venue:15652,Court 2,Launceston,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:38041
sr:venue:15668,Court 3,Launceston,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:38041
sr:venue:15654,Court 5,Launceston,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:38041
sr:venue:15648,Center Court,Launceston,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:38041
sr:venue:15650,Court 4,Launceston,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:38041
sr:venue:27033,Court 8,Launceston,AUSTRALIA,AUS,Australia/Tasmania,sr:complex:38041
sr:venue:17232,Court 2,Hua Hin,THAILAND,THA,Asia/Bangkok,sr:complex:38043
sr:venue:17296,Court 4,Hua Hin,THAILAND,THA,Asia/Bangkok,sr:complex:38043
sr:venue:25372,Court 1,Hua Hin,THAILAND,THA,Asia/Bangkok,sr:complex:38043
sr:venue:17240,Court 5,Hua Hin,THAILAND,THA,Asia/Bangkok,sr:complex:38043
sr:venue:17230,Center Court,Hua Hin,THAILAND,THA,Asia/Bangkok,sr:complex:38043
sr:venue:17244,Court 3,Hua Hin,THAILAND,THA,Asia/Bangkok,sr:complex:38043
sr:venue:15812,Annexe,Quimper,FRANCE,FRA,Europe/Paris,sr:complex:38045
sr:venue:12245,Halle des Sports,Quimper,FRANCE,FRA,Europe/Paris,sr:complex:38045
sr:venue:15810,Court Central,Quimper,FRANCE,FRA,Europe/Paris,sr:complex:38045
sr:venue:19418,Court 1,Quimper,FRANCE,FRA,Europe/Paris,sr:complex:38045
sr:venue:19420,Court 2,Quimper,FRANCE,FRA,Europe/Paris,sr:complex:38045
sr:venue:38061,Court 4,Cleveland,UNITED STATES,USA,America/New_York,sr:complex:38047
sr:venue:76147,Stadium,Cleveland,UNITED STATES,USA,America/New_York,sr:complex:38047
sr:venue:38063,Court 2,Cleveland,UNITED STATES,USA,America/New_York,sr:complex:38047
sr:venue:50713,Center Court,Cleveland,UNITED STATES,USA,America/New_York,sr:complex:38047
sr:venue:13366,Court 2,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:38187
sr:venue:80699,Infinity Arena,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:38187
sr:venue:15236,Cancha Central,Cordoba,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:38189
sr:venue:29870,Cancha 2,Cordoba,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:38189
sr:venue:29876,Cancha 6,Cordoba,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:38189
sr:venue:29878,Cancha 3,Cordoba,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:38189
sr:venue:29872,Cancha 4,Cordoba,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:38189
sr:venue:29874,Cancha 1,Cordoba,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:38189
sr:venue:15620,Hamilton Family Stadium,Dallas,UNITED STATES,USA,America/Chicago,sr:complex:38191
sr:venue:2587,Grandstand 1,Dallas,UNITED STATES,USA,America/Chicago,sr:complex:38191
sr:venue:15622,Court 1,Dallas,UNITED STATES,USA,America/Chicago,sr:complex:38191
sr:venue:2589,Grandstand 2,Dallas,UNITED STATES,USA,America/Chicago,sr:complex:38191
sr:venue:17754,Court 2,Dallas,UNITED STATES,USA,America/Chicago,sr:complex:38191
sr:venue:1902,Asboth Jozsef,Budapest,HUNGARY,HUN,Europe/Budapest,sr:complex:38193
sr:venue:19515,Kormoczy Court,Budapest,HUNGARY,HUN,Europe/Budapest,sr:complex:38193
sr:venue:19517,Temesvari Court,Budapest,HUNGARY,HUN,Europe/Budapest,sr:complex:38193
sr:venue:1545,Court 2,Chennai,INDIA,IND,Asia/Kolkata,sr:complex:38195
sr:venue:1544,Court 1,Chennai,INDIA,IND,Asia/Kolkata,sr:complex:38195
sr:venue:15479,Court 3,Chennai,INDIA,IND,Asia/Kolkata,sr:complex:38195
sr:venue:1543,Center Court,Chennai,INDIA,IND,Asia/Kolkata,sr:complex:38195
sr:venue:15481,Court 4,Chennai,INDIA,IND,Asia/Kolkata,sr:complex:38195
sr:venue:72027,Cancha 3,Medellin,COLOMBIA,COL,America/Bogota,sr:complex:38277
sr:venue:72017,Cancha Estadio,Medellin,COLOMBIA,COL,America/Bogota,sr:complex:38277
sr:venue:72019,Cancha 1,Medellin,COLOMBIA,COL,America/Bogota,sr:complex:38277
sr:venue:72021,Cancha 2,Medellin,COLOMBIA,COL,America/Bogota,sr:complex:38277
sr:venue:24146,Center Court,Cherbourg-Octeville,FRANCE,FRA,Europe/Paris,sr:complex:38285
sr:venue:24150,Court 1,Cherbourg-Octeville,FRANCE,FRA,Europe/Paris,sr:complex:38285
sr:venue:24390,Court 2,Cherbourg-Octeville,FRANCE,FRA,Europe/Paris,sr:complex:38285
sr:venue:35056,Court 5,Cherbourg-Octeville,FRANCE,FRA,Europe/Paris,sr:complex:38285
sr:venue:15738,Tourlaville 2,Cherbourg-Octeville,FRANCE,FRA,Europe/Paris,sr:complex:38285
sr:venue:1658,Court 3,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:1674,Court 2,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:1657,Court 1,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:1656,Centre Court,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:1667,Court 6,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:86858,New Court 1,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:86860,Court 4,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:1668,Court 7,Dubai,UNITED ARAB EMIRATES,ARE,Asia/Dubai,sr:complex:38313
sr:venue:82289,Cancha 1,Morelos,MEXICO,MEX,America/Mexico_City,sr:complex:38315
sr:venue:82291,Cancha 2,Morelos,MEXICO,MEX,America/Mexico_City,sr:complex:38315
sr:venue:82287,Estadio Metaxchange,Morelos,MEXICO,MEX,America/Mexico_City,sr:complex:38315
sr:venue:76087,PC2,Indian Wells,UNITED STATES,USA,America/Los_Angeles,sr:complex:38419
sr:venue:27435,Court 16,Indian Wells,UNITED STATES,USA,America/Los_Angeles,sr:complex:38419
sr:venue:11486,Court 13,Indian Wells,UNITED STATES,USA,America/Los_Angeles,sr:complex:38419
sr:venue:27431,Court 18,Indian Wells,UNITED STATES,USA,America/Los_Angeles,sr:complex:38419
sr:venue:27429,Court 17,Indian Wells,UNITED STATES,USA,America/Los_Angeles,sr:complex:38419
sr:venue:27427,Court 15,Indian Wells,UNITED STATES,USA,America/Los_Angeles,sr:complex:38419
